material,plant,demand_date,mrp_element_cd,mrp_element,change_quantity,total_quantity,storage_location,supplier_nr,planner,line_index
7430935-05,MC10,05/06/22,LE,SchAgr,60,379,,22325910,114,123
7430935-05,MC10,05/06/22,PP,IndReq,-74,333,,,114,123
7430935-05,MC10,05/06/22,LE,SchAgr,120,440,,22325910,114,125
7430935-05,MC10,05/06/22,PP,IndReq,-29,281,,,114,126
7430935-05,MC10,05/06/22,PP,IndReq,-29,342,,,114,127
7430935-05,MC10,05/06/22,LE,SchAgr,120,363,,22325910,114,133
7430935-05,MC10,05/06/22,PP,IndReq,-81,282,,,114,134
7430935-05,MC10,05/06/22,PP,IndReq,-81,282,,,114,134
7430935-05,MC10,05/06/22,LE,SchAgr,120,363,,22325910,114,135
7430935-05,MC10,05/06/22,LE,SchAgr,60,428,,22325910,114,138
7430935-05,MC10,05/06/22,LE,SchAgr,60,428,,22325910,114,138
7430935-05,MC10,05/06/22,PP,IndReq,-62,366,,,114,139
7430935-05,MC10,05/06/22,LE,SchAgr,60,428,,22325910,114,139
7430935-05,MC10,05/06/22,PP,IndReq,-26,340,,,114,140
7430935-05,MC10,05/06/22,PP,IndReq,-62,366,,,114,140
7430935-05,MC10,05/06/22,PP,IndReq,-26,340,,,114,140
7430935-05,MC10,05/06/22,LE,SchAgr,60,303,,22325910,114,141
7430935-05,MC10,05/06/22,LE,SchAgr,60,303,,22325910,114,141
7430935-05,MC10,05/06/22,LE,SchAgr,60,303,,22325910,114,141
7430935-05,MC10,05/06/22,PP,IndReq,-69,234,,,114,142
7430935-05,MC10,05/06/22,PP,IndReq,-69,234,,,114,142
7430935-05,MC10,05/06/22,PP,IndReq,-66,225,,,114,153
7430935-05,MC10,05/06/22,LE,SchAgr,60,471,,22325910,114,153
7430935-05,MC10,05/06/22,PP,IndReq,-66,405,,,114,154
7430935-05,MC10,05/06/22,PP,IndReq,-28,197,,,114,154
7430935-05,MC10,05/06/22,PP,IndReq,-28,377,,,114,155
7430935-05,MC10,05/06/22,PP,IndReq,-28,377,,,114,155
7430935-05,MC10,05/06/22,LE,SchAgr,120,166,,22325910,114,163
7430935-05,MC10,05/06/22,PP,IndReq,-69,97,,,114,164
7430935-05,MC10,05/06/22,LE,SchAgr,120,346,,22325910,114,165
7430935-05,MC10,05/06/22,PP,IndReq,-69,277,,,114,166
7430935-05,MC10,05/06/22,PP,IndReq,-69,277,,,114,166
7430935-05,MC10,05/06/22,LE,SchAgr,120,394,,22325910,114,167
7430935-05,MC10,05/06/22,LE,SchAgr,120,394,,22325910,114,167
7430935-05,MC10,05/06/22,LE,SchAgr,120,394,,22325910,114,167
7430935-05,MC10,05/06/22,PP,IndReq,-61,333,,,114,168
7430935-05,MC10,05/06/22,PP,IndReq,-61,333,,,114,168
7430935-05,MC10,05/06/22,PP,IndReq,-61,333,,,114,168
7430935-05,MC10,05/06/22,PP,IndReq,-25,308,,,114,169
7430935-05,MC10,05/06/22,PP,IndReq,-25,308,,,114,169
7430935-05,MC10,05/06/22,PP,IndReq,-25,308,,,114,169
7430935-05,MC10,05/07/22,LE,SchAgr,120,438,,22325910,114,114
7430935-05,MC10,05/07/22,LE,SchAgr,120,438,,22325910,114,114
7430935-05,MC10,05/07/22,PP,IndReq,-67,371,,,114,115
7430935-05,MC10,05/07/22,PP,IndReq,-67,371,,,114,115
7430935-05,MC10,05/07/22,PP,IndReq,-28,343,,,114,116
7430935-05,MC10,05/07/22,PP,IndReq,-28,343,,,114,116
7430935-05,MC10,05/07/22,LE,SchAgr,120,438,,22325910,114,117
7430935-05,MC10,05/07/22,PP,IndReq,-28,410,,,114,118
7430935-05,MC10,05/07/22,PP,IndReq,-67,343,,,114,119
7430935-05,MC10,05/07/22,LE,SchAgr,120,453,,22325910,114,124
7430935-05,MC10,05/07/22,PP,IndReq,-29,424,,,114,125
7430935-05,MC10,05/07/22,PP,IndReq,-68,356,,,114,126
7430935-05,MC10,05/07/22,PP,IndReq,-29,372,,,114,127
7430935-05,MC10,05/07/22,LE,SchAgr,120,401,,22325910,114,127
7430935-05,MC10,05/07/22,PP,IndReq,-68,304,,,114,128
7430935-05,MC10,05/07/22,PP,IndReq,-68,333,,,114,128
7430935-05,MC10,05/07/22,PP,IndReq,-29,304,,,114,129
7430935-05,MC10,05/07/22,PP,IndReq,-68,334,,,114,129
7430935-05,MC10,05/07/22,PP,IndReq,-29,305,,,114,130
7430935-05,MC10,05/07/22,LE,SchAgr,60,342,,22325910,114,135
7430935-05,MC10,05/07/22,LE,SchAgr,60,342,,22325910,114,135
7430935-05,MC10,05/07/22,PP,IndReq,-120,222,,,114,136
7430935-05,MC10,05/07/22,PP,IndReq,-120,222,,,114,136
7430935-05,MC10,05/07/22,LE,SchAgr,60,342,,22325910,114,137
7430935-05,MC10,05/07/22,PP,IndReq,-120,222,,,114,138
7430935-05,MC10,05/07/22,LE,SchAgr,120,460,,22325910,114,141
7430935-05,MC10,05/07/22,LE,SchAgr,120,460,,22325910,114,141
7430935-05,MC10,05/07/22,PP,IndReq,-53,407,,,114,142
7430935-05,MC10,05/07/22,LE,SchAgr,120,460,,22325910,114,142
7430935-05,MC10,05/07/22,LE,SchAgr,120,354,,22325910,114,143
7430935-05,MC10,05/07/22,LE,SchAgr,120,354,,22325910,114,143
7430935-05,MC10,05/07/22,LE,SchAgr,120,354,,22325910,114,143
7430935-05,MC10,05/07/22,PP,IndReq,-53,407,,,114,143
7430935-05,MC10,05/07/22,PP,IndReq,-127,227,,,114,144
7430935-05,MC10,05/07/22,PP,IndReq,-127,227,,,114,144
7430935-05,MC10,05/07/22,PP,IndReq,-127,227,,,114,144
7430935-05,MC10,05/07/22,LE,SchAgr,60,437,,22325910,114,156
7430935-05,MC10,05/07/22,PP,IndReq,-58,259,,,114,156
7430935-05,MC10,05/07/22,LE,SchAgr,60,437,,22325910,114,156
7430935-05,MC10,05/07/22,PP,IndReq,-136,301,,,114,157
7430935-05,MC10,05/07/22,PP,IndReq,-136,301,,,114,157
7430935-05,MC10,05/07/22,PP,IndReq,-58,243,,,114,158
7430935-05,MC10,05/07/22,PP,IndReq,-58,243,,,114,158
7430935-05,MC10,05/07/22,LE,SchAgr,60,157,,22325910,114,165
7430935-05,MC10,05/07/22,PP,IndReq,-127,30,,,114,166
7430935-05,MC10,05/07/22,LE,SchAgr,60,337,,22325910,114,167
7430935-05,MC10,05/07/22,PP,IndReq,-127,210,,,114,168
7430935-05,MC10,05/07/22,PP,IndReq,-127,210,,,114,168
7430935-05,MC10,05/07/22,LE,SchAgr,60,368,,22325910,114,170
7430935-05,MC10,05/07/22,LE,SchAgr,60,368,,22325910,114,170
7430935-05,MC10,05/07/22,LE,SchAgr,60,368,,22325910,114,170
7430935-05,MC10,05/07/22,PP,IndReq,-62,306,,,114,171
7430935-05,MC10,05/07/22,PP,IndReq,-62,306,,,114,171
7430935-05,MC10,05/07/22,PP,IndReq,-62,306,,,114,171
7430935-05,MC10,05/07/22,PP,IndReq,-26,280,,,114,172
7430935-05,MC10,05/07/22,PP,IndReq,-26,280,,,114,172
7430935-05,MC10,05/07/22,PP,IndReq,-26,280,,,114,172
7430935-05,MC10,05/09/22,LE,SchAgr,120,463,,22325910,114,117
7430935-05,MC10,05/09/22,LE,SchAgr,120,463,,22325910,114,117
7430935-05,MC10,05/09/22,PP,IndReq,-81,382,,,114,118
7430935-05,MC10,05/09/22,PP,IndReq,-34,429,,,114,118
7430935-05,MC10,05/09/22,PP,IndReq,-34,348,,,114,119
7430935-05,MC10,05/09/22,PP,IndReq,-81,348,,,114,119
7430935-05,MC10,05/09/22,LE,SchAgr,120,463,,22325910,114,120
7430935-05,MC10,05/09/22,PP,IndReq,-81,382,,,114,121
7430935-05,MC10,05/09/22,PP,IndReq,-34,348,,,114,122
7430935-05,MC10,05/09/22,LE,SchAgr,60,416,,22325910,114,127
7430935-05,MC10,05/09/22,LE,SchAgr,60,416,,22325910,114,127
7430935-05,MC10,05/09/22,PP,IndReq,-67,349,,,114,128
7430935-05,MC10,05/09/22,LE,SchAgr,120,424,,22325910,114,129
7430935-05,MC10,05/09/22,PP,IndReq,-30,394,,,114,130
7430935-05,MC10,05/09/22,PP,IndReq,-72,322,,,114,131
7430935-05,MC10,05/09/22,PP,IndReq,-30,394,,,114,131
7430935-05,MC10,05/09/22,LE,SchAgr,120,425,,22325910,114,131
7430935-05,MC10,05/09/22,PP,IndReq,-72,322,,,114,132
7430935-05,MC10,05/09/22,LE,SchAgr,120,342,,22325910,114,137
7430935-05,MC10,05/09/22,LE,SchAgr,120,342,,22325910,114,137
7430935-05,MC10,05/09/22,PP,IndReq,-104,238,,,114,138
7430935-05,MC10,05/09/22,PP,IndReq,-104,238,,,114,138
7430935-05,MC10,05/09/22,LE,SchAgr,120,342,,22325910,114,139
7430935-05,MC10,05/09/22,PP,IndReq,-104,238,,,114,140
7430935-05,MC10,05/09/22,PP,IndReq,-65,216,,,114,144
7430935-05,MC10,05/09/22,PP,IndReq,-65,216,,,114,144
7430935-05,MC10,05/09/22,LE,SchAgr,120,347,,22325910,114,145
7430935-05,MC10,05/09/22,LE,SchAgr,120,347,,22325910,114,145
7430935-05,MC10,05/09/22,LE,SchAgr,120,347,,22325910,114,145
7430935-05,MC10,05/09/22,PP,IndReq,-27,189,,,114,145
7430935-05,MC10,05/09/22,PP,IndReq,-27,189,,,114,145
7430935-05,MC10,05/09/22,PP,IndReq,-96,251,,,114,146
7430935-05,MC10,05/09/22,PP,IndReq,-96,251,,,114,146
7430935-05,MC10,05/09/22,PP,IndReq,-96,251,,,114,146
7430935-05,MC10,05/09/22,LE,SchAgr,60,303,,22325910,114,159
7430935-05,MC10,05/09/22,LE,SchAgr,60,303,,22325910,114,159
7430935-05,MC10,05/09/22,PP,IndReq,-65,118,,,114,159
7430935-05,MC10,05/09/22,PP,IndReq,-27,276,,,114,160
7430935-05,MC10,05/09/22,PP,IndReq,-27,276,,,114,160
7430935-05,MC10,05/09/22,PP,IndReq,-65,211,,,114,161
7430935-05,MC10,05/09/22,PP,IndReq,-65,211,,,114,161
7430935-05,MC10,05/09/22,LE,SchAgr,120,150,,22325910,114,167
7430935-05,MC10,05/09/22,PP,IndReq,-96,54,,,114,168
7430935-05,MC10,05/09/22,LE,SchAgr,120,330,,22325910,114,169
7430935-05,MC10,05/09/22,LE,SchAgr,120,400,,22325910,114,173
7430935-05,MC10,05/09/22,LE,SchAgr,120,400,,22325910,114,173
7430935-05,MC10,05/09/22,LE,SchAgr,120,400,,22325910,114,173
7430935-05,MC10,05/09/22,PP,IndReq,-73,327,,,114,174
7430935-05,MC10,05/09/22,PP,IndReq,-73,327,,,114,174
7430935-05,MC10,05/09/22,PP,IndReq,-73,327,,,114,174
7430935-05,MC10,05/09/22,PP,IndReq,-30,297,,,114,175
7430935-05,MC10,05/09/22,PP,IndReq,-30,297,,,114,175
7430935-05,MC10,05/09/22,PP,IndReq,-30,297,,,114,175
7430935-05,MC10,05/10/22,LE,SchAgr,120,468,,22325910,114,120
7430935-05,MC10,05/10/22,LE,SchAgr,120,468,,22325910,114,120
7430935-05,MC10,05/10/22,PP,IndReq,-72,396,,,114,121
7430935-05,MC10,05/10/22,PP,IndReq,-30,438,,,114,121
7430935-05,MC10,05/10/22,PP,IndReq,-72,366,,,114,122
7430935-05,MC10,05/10/22,PP,IndReq,-30,366,,,114,122
7430935-05,MC10,05/10/22,LE,SchAgr,120,468,,22325910,114,123
7430935-05,MC10,05/10/22,PP,IndReq,-72,396,,,114,124
7430935-05,MC10,05/10/22,PP,IndReq,-30,366,,,114,125
7430935-05,MC10,05/10/22,LE,SchAgr,120,441,,22325910,114,130
7430935-05,MC10,05/10/22,LE,SchAgr,120,441,,22325910,114,130
7430935-05,MC10,05/10/22,PP,IndReq,-82,359,,,114,131
7430935-05,MC10,05/10/22,PP,IndReq,-82,359,,,114,131
7430935-05,MC10,05/10/22,LE,SchAgr,120,442,,22325910,114,132
7430935-05,MC10,05/10/22,PP,IndReq,-34,325,,,114,132
7430935-05,MC10,05/10/22,LE,SchAgr,120,442,,22325910,114,133
7430935-05,MC10,05/10/22,PP,IndReq,-35,407,,,114,134
7430935-05,MC10,05/10/22,PP,IndReq,-83,324,,,114,135
7430935-05,MC10,05/10/22,PP,IndReq,-83,325,,,114,136
7430935-05,MC10,05/10/22,LE,SchAgr,120,358,,22325910,114,139
7430935-05,MC10,05/10/22,LE,SchAgr,120,358,,22325910,114,139
7430935-05,MC10,05/10/22,PP,IndReq,-102,256,,,114,140
7430935-05,MC10,05/10/22,PP,IndReq,-102,256,,,114,140
7430935-05,MC10,05/10/22,LE,SchAgr,120,358,,22325910,114,141
7430935-05,MC10,05/10/22,PP,IndReq,-102,256,,,114,142
7430935-05,MC10,05/10/22,LE,SchAgr,120,309,,22325910,114,146
7430935-05,MC10,05/10/22,LE,SchAgr,120,309,,22325910,114,146
7430935-05,MC10,05/10/22,LE,SchAgr,60,311,,22325910,114,147
7430935-05,MC10,05/10/22,LE,SchAgr,120,371,,22325910,114,147
7430935-05,MC10,05/10/22,LE,SchAgr,60,311,,22325910,114,147
7430935-05,MC10,05/10/22,LE,SchAgr,60,249,,22325910,114,147
7430935-05,MC10,05/10/22,PP,IndReq,-67,242,,,114,147
7430935-05,MC10,05/10/22,PP,IndReq,-67,242,,,114,147
7430935-05,MC10,05/10/22,PP,IndReq,-111,260,,,114,148
7430935-05,MC10,05/10/22,PP,IndReq,-111,200,,,114,148
7430935-05,MC10,05/10/22,PP,IndReq,-111,200,,,114,148
7430935-05,MC10,05/10/22,PP,IndReq,-67,154,,,114,149
7430935-05,MC10,05/10/22,LE,SchAgr,60,151,,22325910,114,161
7430935-05,MC10,05/10/22,LE,SchAgr,60,271,,22325910,114,162
7430935-05,MC10,05/10/22,PP,IndReq,-61,90,,,114,162
7430935-05,MC10,05/10/22,PP,IndReq,-61,210,,,114,163
7430935-05,MC10,05/10/22,PP,IndReq,-25,65,,,114,163
7430935-05,MC10,05/10/22,PP,IndReq,-61,210,,,114,163
7430935-05,MC10,05/10/22,PP,IndReq,-25,185,,,114,164
7430935-05,MC10,05/10/22,PP,IndReq,-25,185,,,114,164
7430935-05,MC10,05/10/22,PP,IndReq,-111,63,,,114,170
7430935-05,MC10,05/10/22,LE,SchAgr,120,354,,22325910,114,171
7430935-05,MC10,05/10/22,LE,SchAgr,120,354,,22325910,114,171
7430935-05,MC10,05/10/22,PP,IndReq,-111,243,,,114,172
7430935-05,MC10,05/10/22,LE,SchAgr,120,417,,22325910,114,176
7430935-05,MC10,05/10/22,LE,SchAgr,120,417,,22325910,114,176
7430935-05,MC10,05/10/22,LE,SchAgr,120,417,,22325910,114,176
7430935-05,MC10,05/10/22,PP,IndReq,-72,345,,,114,177
7430935-05,MC10,05/10/22,PP,IndReq,-72,345,,,114,177
7430935-05,MC10,05/10/22,PP,IndReq,-72,345,,,114,177
7430935-05,MC10,05/10/22,PP,IndReq,-30,315,,,114,178
7430935-05,MC10,05/10/22,PP,IndReq,-30,315,,,114,178
7430935-05,MC10,05/10/22,PP,IndReq,-30,315,,,114,178
7430935-05,MC10,05/11/22,LE,SchAgr,60,426,,22325910,114,123
7430935-05,MC10,05/11/22,LE,SchAgr,60,426,,22325910,114,123
7430935-05,MC10,05/11/22,PP,IndReq,-82,344,,,114,124
7430935-05,MC10,05/11/22,PP,IndReq,-82,344,,,114,124
7430935-05,MC10,05/11/22,PP,IndReq,-34,310,,,114,125
7430935-05,MC10,05/11/22,PP,IndReq,-34,310,,,114,125
7430935-05,MC10,05/11/22,LE,SchAgr,120,486,,22325910,114,126
7430935-05,MC10,05/11/22,PP,IndReq,-82,404,,,114,127
7430935-05,MC10,05/11/22,PP,IndReq,-34,370,,,114,128
7430935-05,MC10,05/11/22,LE,SchAgr,120,445,,22325910,114,133
7430935-05,MC10,05/11/22,LE,SchAgr,120,445,,22325910,114,133
7430935-05,MC10,05/11/22,LE,SchAgr,120,444,,22325910,114,135
7430935-05,MC10,05/11/22,PP,IndReq,-84,360,,,114,136
7430935-05,MC10,05/11/22,LE,SchAgr,120,444,,22325910,114,136
7430935-05,MC10,05/11/22,PP,IndReq,-36,324,,,114,137
7430935-05,MC10,05/11/22,PP,IndReq,-36,324,,,114,138
7430935-05,MC10,05/11/22,PP,IndReq,-84,301,,,114,138
7430935-05,MC10,05/11/22,PP,IndReq,-36,265,,,114,139
7430935-05,MC10,05/11/22,LE,SchAgr,60,316,,22325910,114,141
7430935-05,MC10,05/11/22,LE,SchAgr,60,316,,22325910,114,141
7430935-05,MC10,05/11/22,PP,IndReq,-96,220,,,114,142
7430935-05,MC10,05/11/22,LE,SchAgr,60,316,,22325910,114,143
7430935-05,MC10,05/11/22,PP,IndReq,-96,220,,,114,144
7430935-05,MC10,05/11/22,LE,SchAgr,120,320,,22325910,114,149
7430935-05,MC10,05/11/22,LE,SchAgr,60,320,,22325910,114,149
7430935-05,MC10,05/11/22,LE,SchAgr,120,320,,22325910,114,149
7430935-05,MC10,05/11/22,LE,SchAgr,120,334,,22325910,114,149
7430935-05,MC10,05/11/22,PP,IndReq,-97,223,,,114,150
7430935-05,MC10,05/11/22,PP,IndReq,-97,223,,,114,150
7430935-05,MC10,05/11/22,PP,IndReq,-54,280,,,114,150
7430935-05,MC10,05/11/22,PP,IndReq,-97,223,,,114,150
7430935-05,MC10,05/11/22,LE,SchAgr,180,334,,22325910,114,150
7430935-05,MC10,05/11/22,PP,IndReq,-54,280,,,114,150
7430935-05,MC10,05/11/22,PP,IndReq,-22,312,,,114,151
7430935-05,MC10,05/11/22,PP,IndReq,-54,258,,,114,152
7430935-05,MC10,05/11/22,LE,SchAgr,120,185,,22325910,114,164
7430935-05,MC10,05/11/22,LE,SchAgr,180,365,,22325910,114,165
7430935-05,MC10,05/11/22,PP,IndReq,-49,136,,,114,165
7430935-05,MC10,05/11/22,LE,SchAgr,180,365,,22325910,114,165
7430935-05,MC10,05/11/22,PP,IndReq,-49,316,,,114,166
7430935-05,MC10,05/11/22,PP,IndReq,-20,345,,,114,166
7430935-05,MC10,05/11/22,PP,IndReq,-20,116,,,114,166
7430935-05,MC10,05/11/22,PP,IndReq,-49,296,,,114,167
7430935-05,MC10,05/11/22,PP,IndReq,-20,296,,,114,167
7430935-05,MC10,05/11/22,LE,SchAgr,120,435,,22325910,114,179
7430935-05,MC10,05/11/22,LE,SchAgr,120,435,,22325910,114,179
7430935-05,MC10,05/11/22,LE,SchAgr,120,435,,22325910,114,179
7430935-05,MC10,05/11/22,PP,IndReq,-28,407,,,114,180
7430935-05,MC10,05/11/22,PP,IndReq,-67,368,,,114,180
7430935-05,MC10,05/11/22,PP,IndReq,-28,407,,,114,180
7430935-05,MC10,05/11/22,PP,IndReq,-67,340,,,114,181
7430935-05,MC10,05/11/22,PP,IndReq,-28,340,,,114,181
7430935-05,MC10,05/11/22,PP,IndReq,-67,340,,,114,181
7430935-05,MC10,05/12/22,LE,SchAgr,120,430,,22325910,114,126
7430935-05,MC10,05/12/22,LE,SchAgr,120,430,,22325910,114,126
7430935-05,MC10,05/12/22,PP,IndReq,-86,344,,,114,127
7430935-05,MC10,05/12/22,PP,IndReq,-86,344,,,114,127
7430935-05,MC10,05/12/22,PP,IndReq,-36,308,,,114,128
7430935-05,MC10,05/12/22,PP,IndReq,-36,308,,,114,128
7430935-05,MC10,05/12/22,LE,SchAgr,60,430,,22325910,114,129
7430935-05,MC10,05/12/22,PP,IndReq,-36,394,,,114,130
7430935-05,MC10,05/12/22,PP,IndReq,-86,308,,,114,131
7430935-05,MC10,05/12/22,LE,SchAgr,120,438,,22325910,114,136
7430935-05,MC10,05/12/22,LE,SchAgr,60,384,,22325910,114,138
7430935-05,MC10,05/12/22,PP,IndReq,-77,328,,,114,138
7430935-05,MC10,05/12/22,PP,IndReq,-76,308,,,114,139
7430935-05,MC10,05/12/22,PP,IndReq,-32,352,,,114,140
7430935-05,MC10,05/12/22,PP,IndReq,-32,276,,,114,140
7430935-05,MC10,05/12/22,LE,SchAgr,120,385,,22325910,114,140
7430935-05,MC10,05/12/22,PP,IndReq,-32,353,,,114,141
7430935-05,MC10,05/12/22,PP,IndReq,-76,277,,,114,142
7430935-05,MC10,05/12/22,LE,SchAgr,120,340,,22325910,114,143
7430935-05,MC10,05/12/22,LE,SchAgr,120,340,,22325910,114,143
7430935-05,MC10,05/12/22,PP,IndReq,-113,227,,,114,144
7430935-05,MC10,05/12/22,PP,IndReq,-113,227,,,114,144
7430935-05,MC10,05/12/22,LE,SchAgr,120,340,,22325910,114,145
7430935-05,MC10,05/12/22,PP,IndReq,-113,227,,,114,146
7430935-05,MC10,05/12/22,LE,SchAgr,120,343,,22325910,114,151
7430935-05,MC10,05/12/22,LE,SchAgr,120,343,,22325910,114,151
7430935-05,MC10,05/12/22,LE,SchAgr,120,343,,22325910,114,151
7430935-05,MC10,05/12/22,PP,IndReq,-102,241,,,114,152
7430935-05,MC10,05/12/22,PP,IndReq,-102,241,,,114,152
7430935-05,MC10,05/12/22,PP,IndReq,-102,241,,,114,152
7430935-05,MC10,05/12/22,LE,SchAgr,180,438,,22325910,114,152
7430935-05,MC10,05/12/22,PP,IndReq,-4,434,,,114,153
7430935-05,MC10,05/12/22,PP,IndReq,-12,426,,,114,153
7430935-05,MC10,05/12/22,PP,IndReq,-4,422,,,114,154
7430935-05,MC10,05/12/22,PP,IndReq,-12,422,,,114,155
7430935-05,MC10,05/12/22,LE,SchAgr,120,236,,22325910,114,167
7430935-05,MC10,05/12/22,LE,SchAgr,120,416,,22325910,114,168
7430935-05,MC10,05/12/22,PP,IndReq,-14,222,,,114,168
7430935-05,MC10,05/12/22,LE,SchAgr,120,416,,22325910,114,168
7430935-05,MC10,05/12/22,PP,IndReq,-14,402,,,114,169
7430935-05,MC10,05/12/22,PP,IndReq,-14,402,,,114,169
7430935-05,MC10,05/12/22,PP,IndReq,-5,217,,,114,169
7430935-05,MC10,05/12/22,PP,IndReq,-5,397,,,114,170
7430935-05,MC10,05/12/22,LE,SchAgr,60,400,,22325910,114,182
7430935-05,MC10,05/12/22,LE,SchAgr,60,400,,22325910,114,182
7430935-05,MC10,05/12/22,LE,SchAgr,60,400,,22325910,114,182
7430935-05,MC10,05/12/22,PP,IndReq,-31,369,,,114,183
7430935-05,MC10,05/12/22,PP,IndReq,-74,326,,,114,183
7430935-05,MC10,05/12/22,PP,IndReq,-74,326,,,114,183
7430935-05,MC10,05/12/22,PP,IndReq,-31,295,,,114,184
7430935-05,MC10,05/12/22,PP,IndReq,-74,295,,,114,184
7430935-05,MC10,05/12/22,PP,IndReq,-31,295,,,114,184
7430935-05,MC10,05/13/22,LE,SchAgr,120,428,,22325910,114,129
7430935-05,MC10,05/13/22,LE,SchAgr,120,428,,22325910,114,129
7430935-05,MC10,05/13/22,PP,IndReq,-30,398,,,114,130
7430935-05,MC10,05/13/22,PP,IndReq,-30,398,,,114,130
7430935-05,MC10,05/13/22,PP,IndReq,-73,325,,,114,131
7430935-05,MC10,05/13/22,PP,IndReq,-73,325,,,114,131
7430935-05,MC10,05/13/22,LE,SchAgr,120,428,,22325910,114,132
7430935-05,MC10,05/13/22,PP,IndReq,-30,398,,,114,133
7430935-05,MC10,05/13/22,LE,SchAgr,60,388,,22325910,114,139
7430935-05,MC10,05/13/22,LE,SchAgr,120,396,,22325910,114,141
7430935-05,MC10,05/13/22,PP,IndReq,-73,284,,,114,141
7430935-05,MC10,05/13/22,PP,IndReq,-73,323,,,114,142
7430935-05,MC10,05/13/22,LE,SchAgr,120,396,,22325910,114,142
7430935-05,MC10,05/13/22,PP,IndReq,-73,323,,,114,143
7430935-05,MC10,05/13/22,LE,SchAgr,120,397,,22325910,114,143
7430935-05,MC10,05/13/22,PP,IndReq,-30,293,,,114,143
7430935-05,MC10,05/13/22,PP,IndReq,-30,293,,,114,144
7430935-05,MC10,05/13/22,LE,SchAgr,120,347,,22325910,114,145
7430935-05,MC10,05/13/22,PP,IndReq,-30,294,,,114,145
7430935-05,MC10,05/13/22,LE,SchAgr,120,347,,22325910,114,145
7430935-05,MC10,05/13/22,PP,IndReq,-74,273,,,114,146
7430935-05,MC10,05/13/22,LE,SchAgr,120,347,,22325910,114,147
7430935-05,MC10,05/13/22,LE,SchAgr,60,301,,22325910,114,153
7430935-05,MC10,05/13/22,LE,SchAgr,60,301,,22325910,114,153
7430935-05,MC10,05/13/22,LE,SchAgr,120,361,,22325910,114,153
7430935-05,MC10,05/13/22,PP,IndReq,-77,224,,,114,154
7430935-05,MC10,05/13/22,PP,IndReq,-77,284,,,114,154
7430935-05,MC10,05/13/22,LE,SchAgr,120,542,,22325910,114,155
7430935-05,MC10,05/13/22,PP,IndReq,-28,514,,,114,156
7430935-05,MC10,05/13/22,PP,IndReq,-28,448,,,114,157
7430935-05,MC10,05/13/22,LE,SchAgr,120,517,,22325910,114,171
7430935-05,MC10,05/13/22,LE,SchAgr,120,517,,22325910,114,171
7430935-05,MC10,05/13/22,PP,IndReq,-30,307,,,114,171
7430935-05,MC10,05/13/22,PP,IndReq,-73,234,,,114,172
7430935-05,MC10,05/13/22,PP,IndReq,-73,444,,,114,172
7430935-05,MC10,05/13/22,PP,IndReq,-73,444,,,114,172
7430935-05,MC10,05/13/22,PP,IndReq,-30,414,,,114,173
7430935-05,MC10,05/13/22,PP,IndReq,-30,414,,,114,173
7430935-05,MC10,05/13/22,LE,SchAgr,120,415,,22325910,114,185
7430935-05,MC10,05/13/22,LE,SchAgr,120,415,,22325910,114,185
7430935-05,MC10,05/13/22,LE,SchAgr,120,415,,22325910,114,185
7430935-05,MC10,05/13/22,PP,IndReq,-75,340,,,114,186
7430935-05,MC10,05/13/22,PP,IndReq,-75,340,,,114,186
7430935-05,MC10,05/13/22,PP,IndReq,-31,384,,,114,186
7430935-05,MC10,05/13/22,PP,IndReq,-31,309,,,114,187
7430935-05,MC10,05/13/22,PP,IndReq,-75,309,,,114,187
7430935-05,MC10,05/13/22,PP,IndReq,-31,309,,,114,187
7430935-05,MC10,05/14/22,LE,SchAgr,60,385,,22325910,114,132
7430935-05,MC10,05/14/22,LE,SchAgr,60,385,,22325910,114,132
7430935-05,MC10,05/14/22,PP,IndReq,-66,319,,,114,133
7430935-05,MC10,05/14/22,PP,IndReq,-27,358,,,114,133
7430935-05,MC10,05/14/22,PP,IndReq,-27,292,,,114,134
7430935-05,MC10,05/14/22,PP,IndReq,-66,292,,,114,134
7430935-05,MC10,05/14/22,LE,SchAgr,120,445,,22325910,114,135
7430935-05,MC10,05/14/22,PP,IndReq,-66,379,,,114,136
7430935-05,MC10,05/14/22,PP,IndReq,-27,352,,,114,137
7430935-05,MC10,05/14/22,LE,SchAgr,120,413,,22325910,114,144
7430935-05,MC10,05/14/22,PP,IndReq,-30,302,,,114,144
7430935-05,MC10,05/14/22,PP,IndReq,-30,302,,,114,144
7430935-05,MC10,05/14/22,PP,IndReq,-69,344,,,114,145
7430935-05,MC10,05/14/22,PP,IndReq,-29,315,,,114,146
7430935-05,MC10,05/14/22,LE,SchAgr,120,393,,22325910,114,147
7430935-05,MC10,05/14/22,PP,IndReq,-29,315,,,114,147
7430935-05,MC10,05/14/22,LE,SchAgr,120,393,,22325910,114,147
7430935-05,MC10,05/14/22,PP,IndReq,-131,262,,,114,148
7430935-05,MC10,05/14/22,PP,IndReq,-131,262,,,114,148
7430935-05,MC10,05/14/22,LE,SchAgr,120,393,,22325910,114,149
7430935-05,MC10,05/14/22,PP,IndReq,-131,262,,,114,150
7430935-05,MC10,05/14/22,LE,SchAgr,120,344,,22325910,114,155
7430935-05,MC10,05/14/22,LE,SchAgr,120,344,,22325910,114,155
7430935-05,MC10,05/14/22,LE,SchAgr,60,344,,22325910,114,155
