material,plant,demand_date,mrp_element_cd,mrp_element,change_quantity,total_quantity,storage_location,supplier_nr,planner,line_index
7430935-05,MC10,07/21/21,SB,DepReq,-14,924,PLT1,,114,6
7430935-05,MC10,07/21/21,SB,DepReq,-295,629,PLT1,,114,7
7430935-05,MC10,07/21/21,SB,DepReq,-13,947,PLT1,,114,13
7430935-05,MC10,07/21/21,SB,DepReq,-305,642,PLT1,,114,14
7430935-05,MC10,07/21/21,LE,SchAgr,300,908,,22325910,114,27
7430935-05,MC10,07/21/21,SB,DepReq,-9,899,PLT1,,114,28
7430935-05,MC10,07/21/21,LE,SchAgr,240,761,,22325910,114,28
7430935-05,MC10,07/21/21,SB,DepReq,-303,596,PLT1,,114,29
7430935-05,MC10,07/21/21,LE,SchAgr,240,879,,22325910,114,55
7430935-05,MC10,07/21/21,PP,IndReq,-296,583,,,114,56
7430935-05,MC10,07/21/21,SB,DepReq,-1,582,PLT1,,114,57
7430935-05,MC10,07/21/21,LE,SchAgr,360,923,,22325910,114,62
7430935-05,MC10,07/21/21,PP,IndReq,-276,647,,,114,63
7430935-05,MC10,07/21/21,SB,DepReq,-1,646,PLT1,,114,64
7430935-05,MC10,07/21/21,LE,SchAgr,300,771,,22325910,114,97
7430935-05,MC10,07/21/21,PP,IndReq,-207,564,,,114,98
7430935-05,MC10,07/21/21,LE,SchAgr,180,611,,22325910,114,104
7430935-05,MC10,07/21/21,PP,IndReq,-201,410,,,114,105
7430935-05,MC10,07/22/21,LE,SchAgr,420,1049,,22325910,114,8
7430935-05,MC10,07/22/21,SB,DepReq,-6,1043,PLT1,,114,9
7430935-05,MC10,07/22/21,SB,DepReq,-278,765,PLT1,,114,10
7430935-05,MC10,07/22/21,FH,----->,0,642,,,114,15
7430935-05,MC10,07/22/21,LE,SchAgr,300,942,,22325910,114,16
7430935-05,MC10,07/22/21,SB,DepReq,-7,935,PLT1,,114,17
7430935-05,MC10,07/22/21,LE,SchAgr,360,973,,22325910,114,18
7430935-05,MC10,07/22/21,SB,DepReq,-6,967,PLT1,,114,19
7430935-05,MC10,07/22/21,SB,DepReq,-293,674,PLT1,,114,20
7430935-05,MC10,07/22/21,LE,SchAgr,180,776,,22325910,114,30
7430935-05,MC10,07/22/21,SB,DepReq,-5,771,PLT1,,114,31
7430935-05,MC10,07/22/21,LE,SchAgr,240,700,,22325910,114,31
7430935-05,MC10,07/22/21,SB,DepReq,-271,500,PLT1,,114,32
7430935-05,MC10,07/22/21,PP,IndReq,-91,609,,,114,32
7430935-05,MC10,07/22/21,SB,DepReq,-7,602,PLT1,,114,33
7430935-05,MC10,07/22/21,SB,DepReq,-94,508,PLT1,,114,34
7430935-05,MC10,07/22/21,LE,SchAgr,360,942,,22325910,114,58
7430935-05,MC10,07/22/21,PP,IndReq,-281,661,,,114,59
7430935-05,MC10,07/22/21,LE,SchAgr,300,946,,22325910,114,65
7430935-05,MC10,07/22/21,PP,IndReq,-276,670,,,114,66
7430935-05,MC10,07/22/21,SB,DepReq,-2,668,PLT1,,114,67
7430935-05,MC10,07/22/21,LE,SchAgr,240,804,,22325910,114,99
7430935-05,MC10,07/22/21,PP,IndReq,-223,581,,,114,100
7430935-05,MC10,07/22/21,PP,IndReq,-199,451,,,114,107
7430935-05,MC10,07/23/21,LE,SchAgr,300,1065,,22325910,114,11
7430935-05,MC10,07/23/21,SB,DepReq,-7,1058,PLT1,,114,12
7430935-05,MC10,07/23/21,SB,DepReq,-325,733,PLT1,,114,13
7430935-05,MC10,07/23/21,SB,DepReq,-6,1060,PLT1,,114,20
7430935-05,MC10,07/23/21,SB,DepReq,-295,765,PLT1,,114,21
7430935-05,MC10,07/23/21,LE,SchAgr,360,1034,,22325910,114,21
7430935-05,MC10,07/23/21,SB,DepReq,-295,730,PLT1,,114,23
7430935-05,MC10,07/23/21,LE,SchAgr,300,800,,22325910,114,33
7430935-05,MC10,07/23/21,PP,IndReq,-42,758,,,114,34
7430935-05,MC10,07/23/21,SB,DepReq,-2,756,PLT1,,114,35
7430935-05,MC10,07/23/21,LE,SchAgr,360,868,,22325910,114,35
7430935-05,MC10,07/23/21,SB,DepReq,-225,531,PLT1,,114,36
7430935-05,MC10,07/23/21,SB,DepReq,-1,602,PLT1,,114,37
7430935-05,MC10,07/23/21,LE,SchAgr,360,1019,,22325910,114,61
7430935-05,MC10,07/23/21,PP,IndReq,-292,727,,,114,62
7430935-05,MC10,07/23/21,SB,DepReq,-1,726,PLT1,,114,63
7430935-05,MC10,07/23/21,LE,SchAgr,360,1028,,22325910,114,68
7430935-05,MC10,07/23/21,PP,IndReq,-340,688,,,114,69
7430935-05,MC10,07/23/21,SB,DepReq,-1,687,PLT1,,114,70
7430935-05,MC10,07/23/21,LE,SchAgr,300,881,,22325910,114,101
7430935-05,MC10,07/23/21,PP,IndReq,-309,572,,,114,102
7430935-05,MC10,07/23/21,LE,SchAgr,180,631,,22325910,114,108
7430935-05,MC10,07/23/21,PP,IndReq,-209,422,,,114,109
7430935-05,MC10,07/24/21,FH,----->,0,733,,,114,14
7430935-05,MC10,07/24/21,LE,SchAgr,240,973,,22325910,114,15
7430935-05,MC10,07/24/21,SB,DepReq,-8,965,PLT1,,114,16
7430935-05,MC10,07/24/21,SB,DepReq,-348,617,PLT1,,114,17
7430935-05,MC10,07/24/21,SB,DepReq,-9,936,PLT1,,114,23
7430935-05,MC10,07/24/21,LE,SchAgr,240,970,,22325910,114,24
7430935-05,MC10,07/24/21,SB,DepReq,-7,963,PLT1,,114,25
7430935-05,MC10,07/24/21,LE,SchAgr,360,891,,22325910,114,37
7430935-05,MC10,07/24/21,PP,IndReq,-217,674,,,114,38
7430935-05,MC10,07/24/21,LE,SchAgr,420,1022,,22325910,114,38
7430935-05,MC10,07/24/21,PP,IndReq,-237,785,,,114,39
7430935-05,MC10,07/24/21,PP,IndReq,-321,705,,,114,65
7430935-05,MC10,07/24/21,LE,SchAgr,300,987,,22325910,114,71
7430935-05,MC10,07/24/21,PP,IndReq,-322,665,,,114,72
7430935-05,MC10,07/24/21,LE,SchAgr,300,872,,22325910,114,103
7430935-05,MC10,07/24/21,PP,IndReq,-256,616,,,114,104
7430935-05,MC10,07/24/21,LE,SchAgr,180,602,,22325910,114,110
7430935-05,MC10,07/24/21,PP,IndReq,-187,415,,,114,111
7430935-05,MC10,07/26/21,SB,DepReq,-1,669,PLT1,,114,3
7430935-05,MC10,07/26/21,SB,DepReq,-1,519,PLT1,,114,3
7430935-05,MC10,07/26/21,SB,DepReq,-1,679,PLT1,,114,3
7430935-05,MC10,07/26/21,LE,SchAgr,240,857,,22325910,114,18
7430935-05,MC10,07/26/21,SB,DepReq,-8,849,PLT1,,114,19
7430935-05,MC10,07/26/21,SB,DepReq,-332,517,PLT1,,114,20
7430935-05,MC10,07/26/21,SB,DepReq,-7,837,PLT1,,114,26
7430935-05,MC10,07/26/21,LE,SchAgr,240,875,,22325910,114,27
7430935-05,MC10,07/26/21,SB,DepReq,-8,867,PLT1,,114,28
7430935-05,MC10,07/26/21,SB,DepReq,-373,494,PLT1,,114,29
7430935-05,MC10,07/26/21,LE,SchAgr,360,1034,,22325910,114,39
7430935-05,MC10,07/26/21,PP,IndReq,-271,763,,,114,40
7430935-05,MC10,07/26/21,PP,IndReq,-347,738,,,114,41
7430935-05,MC10,07/26/21,LE,SchAgr,300,1005,,22325910,114,66
7430935-05,MC10,07/26/21,LE,SchAgr,240,905,,22325910,114,73
7430935-05,MC10,07/26/21,PP,IndReq,-311,594,,,114,74
7430935-05,MC10,07/26/21,LE,SchAgr,360,976,,22325910,114,105
7430935-05,MC10,07/26/21,PP,IndReq,-314,662,,,114,106
7430935-05,MC10,07/26/21,LE,SchAgr,180,595,,22325910,114,112
7430935-05,MC10,07/26/21,PP,IndReq,-190,405,,,114,113
7430935-05,MC10,07/27/21,WB,Stock,580,580,,,114,1
7430935-05,MC10,07/27/21,SH,SafeSt,-60,520,,,114,2
7430935-05,MC10,07/27/21,LA,ShipNt,180,699,,22325910,114,4
7430935-05,MC10,07/27/21,SB,DepReq,-3,696,PLT1,,114,5
7430935-05,MC10,07/27/21,SB,DepReq,-179,517,PLT1,,114,6
7430935-05,MC10,07/27/21,LE,SchAgr,240,757,,22325910,114,21
7430935-05,MC10,07/27/21,SB,DepReq,-3,754,PLT1,,114,22
7430935-05,MC10,07/27/21,SB,DepReq,-216,538,PLT1,,114,23
7430935-05,MC10,07/27/21,SB,DepReq,-4,697,PLT1,,114,29
7430935-05,MC10,07/27/21,SB,DepReq,-206,491,PLT1,,114,30
7430935-05,MC10,07/27/21,LE,SchAgr,180,674,,22325910,114,30
7430935-05,MC10,07/27/21,SB,DepReq,-208,463,PLT1,,114,32
7430935-05,MC10,07/27/21,LE,SchAgr,300,1063,,22325910,114,41
7430935-05,MC10,07/27/21,PP,IndReq,-346,717,,,114,42
7430935-05,MC10,07/27/21,LE,SchAgr,60,798,,22325910,114,42
7430935-05,MC10,07/27/21,PP,IndReq,-409,389,,,114,43
7430935-05,MC10,07/27/21,PP,IndReq,-306,452,,,114,69
7430935-05,MC10,07/27/21,LE,SchAgr,60,654,,22325910,114,75
7430935-05,MC10,07/27/21,PP,IndReq,-295,359,,,114,76
7430935-05,MC10,07/27/21,LE,SchAgr,180,842,,22325910,114,107
7430935-05,MC10,07/27/21,PP,IndReq,-301,541,,,114,108
7430935-05,MC10,07/27/21,LE,SchAgr,240,645,,22325910,114,114
7430935-05,MC10,07/27/21,PP,IndReq,-198,447,,,114,115
7430935-05,MC10,07/28/21,WB,Stock,730,730,,,114,1
7430935-05,MC10,07/28/21,SH,SafeSt,-60,670,,,114,2
7430935-05,MC10,07/28/21,SB,DepReq,-4,665,PLT1,,114,4
7430935-05,MC10,07/28/21,SB,DepReq,-228,437,PLT1,,114,5
7430935-05,MC10,07/28/21,LA,ShipNt,180,697,,22325910,114,7
7430935-05,MC10,07/28/21,SB,DepReq,-249,443,PLT1,,114,9
7430935-05,MC10,07/28/21,LE,SchAgr,180,718,,22325910,114,24
7430935-05,MC10,07/28/21,SB,DepReq,-5,713,PLT1,,114,25
7430935-05,MC10,07/28/21,SB,DepReq,-256,457,PLT1,,114,26
7430935-05,MC10,07/28/21,LE,SchAgr,180,671,,22325910,114,31
7430935-05,MC10,07/28/21,PP,IndReq,-80,591,,,114,32
7430935-05,MC10,07/28/21,LE,SchAgr,240,703,,22325910,114,33
7430935-05,MC10,07/28/21,SB,DepReq,-5,586,PLT1,,114,33
7430935-05,MC10,07/28/21,SB,DepReq,-148,438,PLT1,,114,34
7430935-05,MC10,07/28/21,PP,IndReq,-104,599,,,114,34
7430935-05,MC10,07/28/21,SB,DepReq,-3,596,PLT1,,114,35
7430935-05,MC10,07/28/21,SB,DepReq,-119,477,PLT1,,114,36
7430935-05,MC10,07/28/21,LE,SchAgr,300,1017,,22325910,114,43
7430935-05,MC10,07/28/21,PP,IndReq,-393,624,,,114,44
7430935-05,MC10,07/28/21,LE,SchAgr,240,629,,22325910,114,44
7430935-05,MC10,07/28/21,PP,IndReq,-290,339,,,114,45
7430935-05,MC10,07/28/21,PP,IndReq,-295,397,,,114,71
7430935-05,MC10,07/28/21,LE,SchAgr,180,539,,22325910,114,77
7430935-05,MC10,07/28/21,PP,IndReq,-265,274,,,114,78
7430935-05,MC10,07/28/21,LE,SchAgr,240,781,,22325910,114,109
7430935-05,MC10,07/28/21,PP,IndReq,-311,470,,,114,110
7430935-05,MC10,07/28/21,LE,SchAgr,180,627,,22325910,114,116
7430935-05,MC10,07/28/21,PP,IndReq,-191,436,,,114,117
7430935-05,MC10,07/29/21,SB,DepReq,-1,530,PLT1,,114,4
7430935-05,MC10,07/29/21,LA,ShipNt,240,677,,22325910,114,6
7430935-05,MC10,07/29/21,SB,DepReq,-5,672,PLT1,,114,7
7430935-05,MC10,07/29/21,SB,DepReq,-219,453,PLT1,,114,8
7430935-05,MC10,07/29/21,LE,SchAgr,240,683,,22325910,114,10
7430935-05,MC10,07/29/21,SB,DepReq,-4,679,PLT1,,114,11
7430935-05,MC10,07/29/21,SB,DepReq,-231,448,PLT1,,114,12
7430935-05,MC10,07/29/21,LE,SchAgr,180,637,,22325910,114,27
7430935-05,MC10,07/29/21,PP,IndReq,-13,624,,,114,28
7430935-05,MC10,07/29/21,SB,DepReq,-5,619,PLT1,,114,29
7430935-05,MC10,07/29/21,SB,DepReq,-202,417,PLT1,,114,30
7430935-05,MC10,07/29/21,LE,SchAgr,180,618,,22325910,114,35
7430935-05,MC10,07/29/21,PP,IndReq,-195,423,,,114,36
7430935-05,MC10,07/29/21,SB,DepReq,-10,413,PLT1,,114,37
7430935-05,MC10,07/29/21,SB,DepReq,-12,449,PLT1,,114,39
7430935-05,MC10,07/29/21,LE,SchAgr,540,1164,,22325910,114,45
7430935-05,MC10,07/29/21,PP,IndReq,-311,853,,,114,46
7430935-05,MC10,07/29/21,LE,SchAgr,420,759,,22325910,114,46
7430935-05,MC10,07/29/21,LE,SchAgr,420,817,,22325910,114,72
7430935-05,MC10,07/29/21,LE,SchAgr,480,754,,22325910,114,79
7430935-05,MC10,07/29/21,PP,IndReq,-41,713,,,114,80
7430935-05,MC10,07/29/21,LE,SchAgr,420,890,,22325910,114,111
7430935-05,MC10,07/29/21,PP,IndReq,-204,686,,,114,112
7430935-05,MC10,07/29/21,LE,SchAgr,180,616,,22325910,114,118
7430935-05,MC10,07/29/21,PP,IndReq,-199,417,,,114,119
7430935-05,MC10,07/30/21,LE,SchAgr,240,693,,22325910,114,9
7430935-05,MC10,07/30/21,SB,DepReq,-4,689,PLT1,,114,10
7430935-05,MC10,07/30/21,SB,DepReq,-177,512,PLT1,,114,11
7430935-05,MC10,07/30/21,LE,SchAgr,240,688,,22325910,114,13
7430935-05,MC10,07/30/21,SB,DepReq,-4,684,PLT1,,114,14
7430935-05,MC10,07/30/21,SB,DepReq,-166,518,PLT1,,114,15
7430935-05,MC10,07/30/21,LE,SchAgr,240,657,,22325910,114,31
7430935-05,MC10,07/30/21,PP,IndReq,-186,471,,,114,32
7430935-05,MC10,07/30/21,SB,DepReq,-21,450,PLT1,,114,33
7430935-05,MC10,07/30/21,LE,SchAgr,240,653,,22325910,114,38
7430935-05,MC10,07/30/21,LE,SchAgr,240,689,,22325910,114,40
7430935-05,MC10,07/30/21,PP,IndReq,-220,469,,,114,41
7430935-05,MC10,07/30/21,LE,SchAgr,180,1033,,22325910,114,47
7430935-05,MC10,07/30/21,PP,IndReq,-300,733,,,114,48
7430935-05,MC10,07/30/21,LE,SchAgr,180,880,,22325910,114,48
7430935-05,MC10,07/30/21,PP,IndReq,-231,649,,,114,49
7430935-05,MC10,07/30/21,PP,IndReq,-233,702,,,114,75
7430935-05,MC10,07/30/21,LE,SchAgr,180,893,,22325910,114,81
7430935-05,MC10,07/30/21,PP,IndReq,-221,672,,,114,82
7430935-05,MC10,07/30/21,LE,SchAgr,180,866,,22325910,114,113
7430935-05,MC10,07/30/21,PP,IndReq,-216,650,,,114,114
7430935-05,MC10,07/30/21,LE,SchAgr,180,597,,22325910,114,120
7430935-05,MC10,07/30/21,PP,IndReq,-185,412,,,114,121
7430935-05,MC10,07/31/21,LE,SchAgr,240,752,,22325910,114,12
7430935-05,MC10,07/31/21,SB,DepReq,-5,747,PLT1,,114,13
7430935-05,MC10,07/31/21,SB,DepReq,-186,561,PLT1,,114,14
7430935-05,MC10,07/31/21,FH,----->,0,518,,,114,16
7430935-05,MC10,07/31/21,LE,SchAgr,240,758,,22325910,114,17
7430935-05,MC10,07/31/21,SB,DepReq,-5,753,PLT1,,114,18
7430935-05,MC10,07/31/21,SB,DepReq,-189,564,PLT1,,114,19
7430935-05,MC10,07/31/21,LE,SchAgr,240,690,,22325910,114,34
7430935-05,MC10,07/31/21,PP,IndReq,-178,512,,,114,35
7430935-05,MC10,07/31/21,LE,SchAgr,240,671,,22325910,114,40
7430935-05,MC10,07/31/21,PP,IndReq,-191,480,,,114,41
7430935-05,MC10,07/31/21,LE,SchAgr,240,709,,22325910,114,42
7430935-05,MC10,07/31/21,PP,IndReq,-197,512,,,114,43
7430935-05,MC10,07/31/21,LE,SchAgr,240,973,,22325910,114,49
7430935-05,MC10,07/31/21,LE,SchAgr,240,889,,22325910,114,50
7430935-05,MC10,07/31/21,PP,IndReq,-502,471,,,114,50
7430935-05,MC10,07/31/21,PP,IndReq,-428,461,,,114,51
7430935-05,MC10,07/31/21,LE,SchAgr,180,882,,22325910,114,76
7430935-05,MC10,07/31/21,PP,IndReq,-451,431,,,114,77
7430935-05,MC10,07/31/21,LE,SchAgr,240,912,,22325910,114,83
7430935-05,MC10,07/31/21,PP,IndReq,-451,461,,,114,84
7430935-05,MC10,07/31/21,LE,SchAgr,180,830,,22325910,114,115
7430935-05,MC10,07/31/21,PP,IndReq,-421,409,,,114,116
7430935-05,MC10,07/31/21,LE,SchAgr,240,652,,22325910,114,122
7430935-05,MC10,07/31/21,PP,IndReq,-195,457,,,114,123
7430935-05,MC10,08/02/21,FH,----->,0,561,,,114,15
7430935-05,MC10,08/02/21,LE,SchAgr,240,801,,22325910,114,16
7430935-05,MC10,08/02/21,SB,DepReq,-3,798,PLT1,,114,17
7430935-05,MC10,08/02/21,SB,DepReq,-285,513,PLT1,,114,18
7430935-05,MC10,08/02/21,LE,SchAgr,180,744,,22325910,114,20
7430935-05,MC10,08/02/21,SB,DepReq,-4,740,PLT1,,114,21
7430935-05,MC10,08/02/21,SB,DepReq,-295,445,PLT1,,114,22
7430935-05,MC10,08/02/21,LE,SchAgr,240,752,,22325910,114,36
7430935-05,MC10,08/02/21,PP,IndReq,-246,506,,,114,37
7430935-05,MC10,08/02/21,LE,SchAgr,300,780,,22325910,114,42
7430935-05,MC10,08/02/21,LE,SchAgr,180,651,,22325910,114,51
7430935-05,MC10,08/02/21,PP,IndReq,-217,434,,,114,52
7430935-05,MC10,08/02/21,LE,SchAgr,180,641,,22325910,114,52
7430935-05,MC10,08/02/21,PP,IndReq,-221,420,,,114,53
7430935-05,MC10,08/02/21,LE,SchAgr,180,611,,22325910,114,78
7430935-05,MC10,08/02/21,PP,IndReq,-210,401,,,114,79
7430935-05,MC10,08/02/21,LE,SchAgr,180,641,,22325910,114,85
7430935-05,MC10,08/02/21,PP,IndReq,-210,431,,,114,86
7430935-05,MC10,08/02/21,LE,SchAgr,60,469,,22325910,114,117
7430935-05,MC10,08/02/21,PP,IndReq,-208,261,,,114,118
7430935-05,MC10,08/02/21,LE,SchAgr,180,637,,22325910,114,124
7430935-05,MC10,08/02/21,PP,IndReq,-204,433,,,114,125
7430935-05,MC10,08/03/21,LE,SchAgr,120,633,,22325910,114,19
7430935-05,MC10,08/03/21,SB,DepReq,-250,383,PLT1,,114,20
7430935-05,MC10,08/03/21,SB,DepReq,-248,377,PLT1,,114,24
7430935-05,MC10,08/03/21,LE,SchAgr,300,806,,22325910,114,38
7430935-05,MC10,08/03/21,PP,IndReq,-232,574,,,114,39
7430935-05,MC10,08/03/21,LE,SchAgr,300,840,,22325910,114,44
7430935-05,MC10,08/03/21,LE,SchAgr,120,638,,22325910,114,46
7430935-05,MC10,08/03/21,PP,IndReq,-239,399,,,114,47
7430935-05,MC10,08/03/21,LE,SchAgr,240,674,,22325910,114,53
7430935-05,MC10,08/03/21,PP,IndReq,-224,450,,,114,54
7430935-05,MC10,08/03/21,PP,IndReq,-211,269,,,114,55
7430935-05,MC10,08/03/21,PP,IndReq,-218,213,,,114,87
7430935-05,MC10,08/03/21,LE,SchAgr,180,441,,22325910,114,119
7430935-05,MC10,08/03/21,PP,IndReq,-167,274,,,114,120
7430935-05,MC10,08/03/21,LE,SchAgr,240,673,,22325910,114,126
7430935-05,MC10,08/03/21,PP,IndReq,-216,457,,,114,127
7430935-05,MC10,08/04/21,LE,SchAgr,240,623,,22325910,114,21
7430935-05,MC10,08/04/21,SB,DepReq,-1,622,PLT1,,114,22
7430935-05,MC10,08/04/21,SB,DepReq,-205,417,PLT1,,114,23
7430935-05,MC10,08/04/21,LE,SchAgr,240,617,,22325910,114,25
7430935-05,MC10,08/04/21,SB,DepReq,-195,422,PLT1,,114,26
7430935-05,MC10,08/04/21,LE,SchAgr,240,814,,22325910,114,40
7430935-05,MC10,08/04/21,PP,IndReq,-273,541,,,114,41
7430935-05,MC10,08/04/21,PP,IndReq,-268,577,,,114,47
7430935-05,MC10,08/04/21,LE,SchAgr,180,579,,22325910,114,48
7430935-05,MC10,08/04/21,PP,IndReq,-235,344,,,114,49
7430935-05,MC10,08/04/21,LE,SchAgr,180,630,,22325910,114,55
7430935-05,MC10,08/04/21,PP,IndReq,-204,426,,,114,56
7430935-05,MC10,08/04/21,LE,SchAgr,180,449,,22325910,114,56
7430935-05,MC10,08/04/21,PP,IndReq,-175,274,,,114,57
7430935-05,MC10,08/04/21,LE,SchAgr,240,483,,22325910,114,82
7430935-05,MC10,08/04/21,LE,SchAgr,240,453,,22325910,114,88
7430935-05,MC10,08/04/21,PP,IndReq,-165,288,,,114,89
7430935-05,MC10,08/04/21,LE,SchAgr,240,514,,22325910,114,121
7430935-05,MC10,08/04/21,PP,IndReq,-42,472,,,114,122
7430935-05,MC10,08/04/21,LE,SchAgr,180,637,,22325910,114,128
7430935-05,MC10,08/04/21,PP,IndReq,-208,429,,,114,129
7430935-05,MC10,08/05/21,LE,SchAgr,180,597,,22325910,114,24
7430935-05,MC10,08/05/21,SB,DepReq,-1,596,PLT1,,114,25
7430935-05,MC10,08/05/21,SB,DepReq,-171,425,PLT1,,114,26
7430935-05,MC10,08/05/21,LE,SchAgr,180,602,,22325910,114,27
7430935-05,MC10,08/05/21,SB,DepReq,-2,600,PLT1,,114,28
7430935-05,MC10,08/05/21,SB,DepReq,-170,430,PLT1,,114,29
7430935-05,MC10,08/05/21,LE,SchAgr,180,721,,22325910,114,42
7430935-05,MC10,08/05/21,PP,IndReq,-257,464,,,114,43
7430935-05,MC10,08/05/21,LE,SchAgr,420,764,,22325910,114,50
7430935-05,MC10,08/05/21,PP,IndReq,-108,656,,,114,51
7430935-05,MC10,08/05/21,LE,SchAgr,240,666,,22325910,114,57
7430935-05,MC10,08/05/21,PP,IndReq,-225,441,,,114,58
7430935-05,MC10,08/05/21,LE,SchAgr,480,754,,22325910,114,58
7430935-05,MC10,08/05/21,LE,SchAgr,420,738,,22325910,114,84
7430935-05,MC10,08/05/21,PP,IndReq,-45,693,,,114,85
7430935-05,MC10,08/05/21,LE,SchAgr,420,708,,22325910,114,90
7430935-05,MC10,08/05/21,PP,IndReq,-45,663,,,114,91
7430935-05,MC10,08/05/21,LE,SchAgr,420,892,,22325910,114,123
7430935-05,MC10,08/05/21,PP,IndReq,-228,664,,,114,124
7430935-05,MC10,08/05/21,LE,SchAgr,240,669,,22325910,114,130
7430935-05,MC10,08/05/21,PP,IndReq,-213,456,,,114,131
7430935-05,MC10,08/06/21,LE,SchAgr,240,665,,22325910,114,27
7430935-05,MC10,08/06/21,SB,DepReq,-7,658,PLT1,,114,28
7430935-05,MC10,08/06/21,SB,DepReq,-194,464,PLT1,,114,29
7430935-05,MC10,08/06/21,LE,SchAgr,240,670,,22325910,114,30
7430935-05,MC10,08/06/21,PP,IndReq,-2,668,,,114,31
7430935-05,MC10,08/06/21,SB,DepReq,-7,661,PLT1,,114,32
7430935-05,MC10,08/06/21,SB,DepReq,-196,465,PLT1,,114,33
7430935-05,MC10,08/06/21,LE,SchAgr,300,764,,22325910,114,44
7430935-05,MC10,08/06/21,PP,IndReq,-248,516,,,114,45
7430935-05,MC10,08/06/21,LE,SchAgr,180,836,,22325910,114,52
7430935-05,MC10,08/06/21,LE,SchAgr,240,681,,22325910,114,59
7430935-05,MC10,08/06/21,PP,IndReq,-166,515,,,114,60
7430935-05,MC10,08/06/21,LE,SchAgr,180,887,,22325910,114,60
7430935-05,MC10,08/06/21,PP,IndReq,-227,660,,,114,61
7430935-05,MC10,08/06/21,LE,SchAgr,240,933,,22325910,114,86
7430935-05,MC10,08/06/21,PP,IndReq,-214,719,,,114,87
7430935-05,MC10,08/06/21,LE,SchAgr,240,903,,22325910,114,92
7430935-05,MC10,08/06/21,PP,IndReq,-214,689,,,114,93
7430935-05,MC10,08/06/21,LE,SchAgr,180,844,,22325910,114,125
7430935-05,MC10,08/06/21,PP,IndReq,-206,638,,,114,126
7430935-05,MC10,08/06/21,LE,SchAgr,240,696,,22325910,114,132
7430935-05,MC10,08/06/21,PP,IndReq,-208,488,,,114,133
7430935-05,MC10,08/07/21,LE,SchAgr,300,764,,22325910,114,30
7430935-05,MC10,08/07/21,PP,IndReq,-4,760,,,114,31
7430935-05,MC10,08/07/21,SB,DepReq,-2,758,PLT1,,114,32
7430935-05,MC10,08/07/21,SB,DepReq,-190,568,PLT1,,114,33
7430935-05,MC10,08/07/21,LE,SchAgr,240,705,,22325910,114,34
7430935-05,MC10,08/07/21,PP,IndReq,-154,551,,,114,35
7430935-05,MC10,08/07/21,SB,DepReq,-32,519,PLT1,,114,36
7430935-05,MC10,08/07/21,LE,SchAgr,240,756,,22325910,114,46
7430935-05,MC10,08/07/21,PP,IndReq,-197,559,,,114,47
7430935-05,MC10,08/07/21,PP,IndReq,-213,542,,,114,53
7430935-05,MC10,08/07/21,LE,SchAgr,240,890,,22325910,114,54
7430935-05,MC10,08/07/21,LE,SchAgr,240,755,,22325910,114,61
7430935-05,MC10,08/07/21,PP,IndReq,-273,482,,,114,62
7430935-05,MC10,08/07/21,LE,SchAgr,240,900,,22325910,114,62
7430935-05,MC10,08/07/21,LE,SchAgr,180,899,,22325910,114,88
7430935-05,MC10,08/07/21,PP,IndReq,-435,464,,,114,89
7430935-05,MC10,08/07/21,LE,SchAgr,240,929,,22325910,114,94
7430935-05,MC10,08/07/21,PP,IndReq,-435,494,,,114,95
7430935-05,MC10,08/07/21,LE,SchAgr,180,818,,22325910,114,127
7430935-05,MC10,08/07/21,PP,IndReq,-422,396,,,114,128
7430935-05,MC10,08/07/21,LE,SchAgr,180,668,,22325910,114,134
7430935-05,MC10,08/07/21,PP,IndReq,-209,459,,,114,135
7430935-05,MC10,08/08/21,WB,Stock,740,740,,,114,1
7430935-05,MC10,08/08/21,SH,SafeSt,-60,680,,,114,2
7430935-05,MC10,08/09/21,LA,ShipNt,240,834,,22325910,114,6
7430935-05,MC10,08/09/21,SB,DepReq,-290,544,PLT1,,114,7
7430935-05,MC10,08/09/21,LE,SchAgr,300,868,,22325910,114,34
7430935-05,MC10,08/09/21,PP,IndReq,-185,683,,,114,35
7430935-05,MC10,08/09/21,SB,DepReq,-75,608,PLT1,,114,36
7430935-05,MC10,08/09/21,LE,SchAgr,360,879,,22325910,114,37
7430935-05,MC10,08/09/21,PP,IndReq,-253,626,,,114,38
7430935-05,MC10,08/09/21,LE,SchAgr,240,799,,22325910,114,48
7430935-05,MC10,08/09/21,PP,IndReq,-264,535,,,114,49
7430935-05,MC10,08/09/21,LE,SchAgr,300,842,,22325910,114,54
7430935-05,MC10,08/09/21,PP,IndReq,-270,572,,,114,55
7430935-05,MC10,08/09/21,LE,SchAgr,180,639,,22325910,114,56
7430935-05,MC10,08/09/21,LE,SchAgr,240,722,,22325910,114,63
7430935-05,MC10,08/09/21,PP,IndReq,-225,497,,,114,64
7430935-05,MC10,08/09/21,LE,SchAgr,180,642,,22325910,114,64
7430935-05,MC10,08/09/21,PP,IndReq,-217,425,,,114,65
7430935-05,MC10,08/09/21,LE,SchAgr,180,644,,22325910,114,90
7430935-05,MC10,08/09/21,PP,IndReq,-225,419,,,114,91
7430935-05,MC10,08/09/21,LE,SchAgr,120,614,,22325910,114,96
7430935-05,MC10,08/09/21,PP,IndReq,-225,389,,,114,97
7430935-05,MC10,08/09/21,LE,SchAgr,60,456,,22325910,114,129
